strategy,num_trades,total_pnl,sharpe,max_drawdown_$,worst_trade,best_trade,win_rate_%,avg_trade_pnl
F_hedge_garch_stop,47,4987.244728818006,0.5297949152303973,-2359.761754300001,-1676.1315667060003,897.2916793,70.2127659574468,76.95653905953192
G_hedge_garch_stop_cot,37,3768.903810752001,0.39381873044162125,-3413.740208002001,-1928.2298773609998,659.2133670000003,72.97297297297297,71.61649861070273
