date,available_date,report_date,mm_net,mm_net_oi,mm_net_oi_z,nc_net,nc_net_oi,nc_net_oi_z,total_oi,cot_risk_off
2020-06-30,2020-06-30,2020-06-23,370088,0.18472285930909116,1.9137691283721916,560883,0.27995479858266403,1.9081117593824195,2003477,False
2020-07-01,2020-06-30,2020-06-23,370088,0.18472285930909116,1.9137691283721916,560883,0.27995479858266403,1.9081117593824195,2003477,False
2020-07-02,2020-06-30,2020-06-23,370088,0.18472285930909116,1.9137691283721916,560883,0.27995479858266403,1.9081117593824195,2003477,False
2020-07-06,2020-06-30,2020-06-23,370088,0.18472285930909116,1.9137691283721916,560883,0.27995479858266403,1.9081117593824195,2003477,False
2020-07-07,2020-07-07,2020-06-30,374867,0.18662931428474702,1.9463075268207548,543826,0.270746353960783,1.6529982833562828,2008618,False
2020-07-08,2020-07-07,2020-06-30,374867,0.18662931428474702,1.9463075268207548,543826,0.270746353960783,1.6529982833562828,2008618,False
2020-07-09,2020-07-07,2020-06-30,374867,0.18662931428474702,1.9463075268207548,543826,0.270746353960783,1.6529982833562828,2008618,False
2020-07-10,2020-07-07,2020-06-30,374867,0.18662931428474702,1.9463075268207548,543826,0.270746353960783,1.6529982833562828,2008618,False
2020-07-13,2020-07-07,2020-06-30,374867,0.18662931428474702,1.9463075268207548,543826,0.270746353960783,1.6529982833562828,2008618,False
2020-07-14,2020-07-14,2020-07-07,361008,0.18306238840921296,1.8524706414796956,535317,0.2714521799407621,1.663279011121673,1972049,False
2020-07-15,2020-07-14,2020-07-07,361008,0.18306238840921296,1.8524706414796956,535317,0.2714521799407621,1.663279011121673,1972049,False
2020-07-16,2020-07-14,2020-07-07,361008,0.18306238840921296,1.8524706414796956,535317,0.2714521799407621,1.663279011121673,1972049,False
2020-07-17,2020-07-14,2020-07-07,361008,0.18306238840921296,1.8524706414796956,535317,0.2714521799407621,1.663279011121673,1972049,False
2020-07-20,2020-07-14,2020-07-07,361008,0.18306238840921296,1.8524706414796956,535317,0.2714521799407621,1.663279011121673,1972049,False
2020-07-21,2020-07-21,2020-07-14,359989,0.1782384061038617,1.7255363858752701,539751,0.2672424933344226,1.5421117594915754,2019705,False
2020-07-22,2020-07-21,2020-07-14,359989,0.1782384061038617,1.7255363858752701,539751,0.2672424933344226,1.5421117594915754,2019705,False
2020-07-23,2020-07-21,2020-07-14,359989,0.1782384061038617,1.7255363858752701,539751,0.2672424933344226,1.5421117594915754,2019705,False
2020-07-24,2020-07-21,2020-07-14,359989,0.1782384061038617,1.7255363858752701,539751,0.2672424933344226,1.5421117594915754,2019705,False
2020-07-27,2020-07-21,2020-07-14,359989,0.1782384061038617,1.7255363858752701,539751,0.2672424933344226,1.5421117594915754,2019705,False
2020-07-28,2020-07-28,2020-07-21,370122,0.18914965902958347,1.9527028325051126,548876,0.2805013164565242,1.877335946407305,1956768,False
2020-07-29,2020-07-28,2020-07-21,370122,0.18914965902958347,1.9527028325051126,548876,0.2805013164565242,1.877335946407305,1956768,False
2020-07-30,2020-07-28,2020-07-21,370122,0.18914965902958347,1.9527028325051126,548876,0.2805013164565242,1.877335946407305,1956768,False
2020-07-31,2020-07-28,2020-07-21,370122,0.18914965902958347,1.9527028325051126,548876,0.2805013164565242,1.877335946407305,1956768,False
2020-08-03,2020-07-28,2020-07-21,370122,0.18914965902958347,1.9527028325051126,548876,0.2805013164565242,1.877335946407305,1956768,False
2020-08-04,2020-08-04,2020-07-28,351776,0.1765451008654211,1.654159234122232,532569,0.2672793136052387,1.518525369173664,1992556,False
2020-08-05,2020-08-04,2020-07-28,351776,0.1765451008654211,1.654159234122232,532569,0.2672793136052387,1.518525369173664,1992556,False
2020-08-06,2020-08-04,2020-07-28,351776,0.1765451008654211,1.654159234122232,532569,0.2672793136052387,1.518525369173664,1992556,False
2020-08-07,2020-08-04,2020-07-28,351776,0.1765451008654211,1.654159234122232,532569,0.2672793136052387,1.518525369173664,1992556,False
2020-08-10,2020-08-04,2020-07-28,351776,0.1765451008654211,1.654159234122232,532569,0.2672793136052387,1.518525369173664,1992556,False
2020-08-11,2020-08-11,2020-08-04,362193,0.1781638342070351,1.6785180604590364,536266,0.26379087037814064,1.4224844895090187,2032921,False
2020-08-12,2020-08-11,2020-08-04,362193,0.1781638342070351,1.6785180604590364,536266,0.26379087037814064,1.4224844895090187,2032921,False
2020-08-13,2020-08-11,2020-08-04,362193,0.1781638342070351,1.6785180604590364,536266,0.26379087037814064,1.4224844895090187,2032921,False
2020-08-14,2020-08-11,2020-08-04,362193,0.1781638342070351,1.6785180604590364,536266,0.26379087037814064,1.4224844895090187,2032921,False
2020-08-17,2020-08-11,2020-08-04,362193,0.1781638342070351,1.6785180604590364,536266,0.26379087037814064,1.4224844895090187,2032921,False
2020-08-18,2020-08-18,2020-08-11,347996,0.16885796358837002,1.4521390194846164,520935,0.2527730872248748,1.1250656406151227,2060880,False
2020-08-19,2020-08-18,2020-08-11,347996,0.16885796358837002,1.4521390194846164,520935,0.2527730872248748,1.1250656406151227,2060880,False
2020-08-20,2020-08-18,2020-08-11,347996,0.16885796358837002,1.4521390194846164,520935,0.2527730872248748,1.1250656406151227,2060880,False
2020-08-21,2020-08-18,2020-08-11,347996,0.16885796358837002,1.4521390194846164,520935,0.2527730872248748,1.1250656406151227,2060880,False
2020-08-24,2020-08-18,2020-08-11,347996,0.16885796358837002,1.4521390194846164,520935,0.2527730872248748,1.1250656406151227,2060880,False
2020-08-25,2020-08-25,2020-08-18,336736,0.16466694572782148,1.3486088767014952,510695,0.24973446809509464,1.0398108161261852,2044952,False
2020-08-26,2020-08-25,2020-08-18,336736,0.16466694572782148,1.3486088767014952,510695,0.24973446809509464,1.0398108161261852,2044952,False
2020-08-27,2020-08-25,2020-08-18,336736,0.16466694572782148,1.3486088767014952,510695,0.24973446809509464,1.0398108161261852,2044952,False
2020-08-28,2020-08-25,2020-08-18,336736,0.16466694572782148,1.3486088767014952,510695,0.24973446809509464,1.0398108161261852,2044952,False
2020-08-31,2020-08-25,2020-08-18,336736,0.16466694572782148,1.3486088767014952,510695,0.24973446809509464,1.0398108161261852,2044952,False
2020-09-01,2020-09-01,2020-08-25,331785,0.1616533037621416,1.2799841678436794,500699,0.2439521001262882,0.8869993715365467,2052448,False
2020-09-02,2020-09-01,2020-08-25,331785,0.1616533037621416,1.2799841678436794,500699,0.2439521001262882,0.8869993715365467,2052448,False
2020-09-03,2020-09-01,2020-08-25,331785,0.1616533037621416,1.2799841678436794,500699,0.2439521001262882,0.8869993715365467,2052448,False
2020-09-04,2020-09-01,2020-08-25,331785,0.1616533037621416,1.2799841678436794,500699,0.2439521001262882,0.8869993715365467,2052448,False
2020-09-08,2020-09-08,2020-09-01,329588,0.15967351004318028,1.2380159149931602,490915,0.2378306284902601,0.7275776029061649,2064137,False
2020-09-09,2020-09-08,2020-09-01,329588,0.15967351004318028,1.2380159149931602,490915,0.2378306284902601,0.7275776029061649,2064137,False
2020-09-10,2020-09-08,2020-09-01,329588,0.15967351004318028,1.2380159149931602,490915,0.2378306284902601,0.7275776029061649,2064137,False
2020-09-11,2020-09-08,2020-09-01,329588,0.15967351004318028,1.2380159149931602,490915,0.2378306284902601,0.7275776029061649,2064137,False
2020-09-14,2020-09-08,2020-09-01,329588,0.15967351004318028,1.2380159149931602,490915,0.2378306284902601,0.7275776029061649,2064137,False
2020-09-15,2020-09-15,2020-09-08,261119,0.1275829888696706,0.5252659437389059,449366,0.21956065003469066,0.24680196797954781,2046660,False
2020-09-16,2020-09-15,2020-09-08,261119,0.1275829888696706,0.5252659437389059,449366,0.21956065003469066,0.24680196797954781,2046660,False
2020-09-17,2020-09-15,2020-09-08,261119,0.1275829888696706,0.5252659437389059,449366,0.21956065003469066,0.24680196797954781,2046660,False
2020-09-18,2020-09-15,2020-09-08,261119,0.1275829888696706,0.5252659437389059,449366,0.21956065003469066,0.24680196797954781,2046660,False
2020-09-21,2020-09-15,2020-09-08,261119,0.1275829888696706,0.5252659437389059,449366,0.21956065003469066,0.24680196797954781,2046660,False
2020-09-22,2020-09-22,2020-09-15,291866,0.13839155954967955,0.7719652472000971,449744,0.21325119595331787,0.08506297348079009,2108987,False
2020-09-23,2020-09-22,2020-09-15,291866,0.13839155954967955,0.7719652472000971,449744,0.21325119595331787,0.08506297348079009,2108987,False
2020-09-24,2020-09-22,2020-09-15,291866,0.13839155954967955,0.7719652472000971,449744,0.21325119595331787,0.08506297348079009,2108987,False
2020-09-25,2020-09-22,2020-09-15,291866,0.13839155954967955,0.7719652472000971,449744,0.21325119595331787,0.08506297348079009,2108987,False
2020-09-28,2020-09-22,2020-09-15,291866,0.13839155954967955,0.7719652472000971,449744,0.21325119595331787,0.08506297348079009,2108987,False
2020-09-29,2020-09-29,2020-09-22,323216,0.1593280160897556,1.2398789451465817,472769,0.2330495607851643,0.6218885098241254,2028620,False
2020-09-30,2020-09-29,2020-09-22,323216,0.1593280160897556,1.2398789451465817,472769,0.2330495607851643,0.6218885098241254,2028620,False
2020-10-01,2020-09-29,2020-09-22,323216,0.1593280160897556,1.2398789451465817,472769,0.2330495607851643,0.6218885098241254,2028620,False
2020-10-02,2020-09-29,2020-09-22,323216,0.1593280160897556,1.2398789451465817,472769,0.2330495607851643,0.6218885098241254,2028620,False
2020-10-05,2020-09-29,2020-09-22,323216,0.1593280160897556,1.2398789451465817,472769,0.2330495607851643,0.6218885098241254,2028620,False
2020-10-06,2020-10-06,2020-09-29,302458,0.14552927324858264,0.9294491771925201,461911,0.22225093115581684,0.3388580190813372,2078331,False
2020-10-07,2020-10-06,2020-09-29,302458,0.14552927324858264,0.9294491771925201,461911,0.22225093115581684,0.3388580190813372,2078331,False
2020-10-08,2020-10-06,2020-09-29,302458,0.14552927324858264,0.9294491771925201,461911,0.22225093115581684,0.3388580190813372,2078331,False
2020-10-09,2020-10-06,2020-09-29,302458,0.14552927324858264,0.9294491771925201,461911,0.22225093115581684,0.3388580190813372,2078331,False
2020-10-12,2020-10-06,2020-09-29,302458,0.14552927324858264,0.9294491771925201,461911,0.22225093115581684,0.3388580190813372,2078331,False
2020-10-13,2020-10-13,2020-10-06,306695,0.14523180168977376,0.9184685537646432,471536,0.2232903139653048,0.37154254357894384,2111762,False
2020-10-14,2020-10-13,2020-10-06,306695,0.14523180168977376,0.9184685537646432,471536,0.2232903139653048,0.37154254357894384,2111762,False
2020-10-15,2020-10-13,2020-10-06,306695,0.14523180168977376,0.9184685537646432,471536,0.2232903139653048,0.37154254357894384,2111762,False
2020-10-16,2020-10-13,2020-10-06,306695,0.14523180168977376,0.9184685537646432,471536,0.2232903139653048,0.37154254357894384,2111762,False
2020-10-19,2020-10-13,2020-10-06,306695,0.14523180168977376,0.9184685537646432,471536,0.2232903139653048,0.37154254357894384,2111762,False
2020-10-20,2020-10-20,2020-10-13,298039,0.14472254297648518,0.8966606796409469,472797,0.22958198139053365,0.5391441843238954,2059382,False
2020-10-21,2020-10-20,2020-10-13,298039,0.14472254297648518,0.8966606796409469,472797,0.22958198139053365,0.5391441843238954,2059382,False
2020-10-22,2020-10-20,2020-10-13,298039,0.14472254297648518,0.8966606796409469,472797,0.22958198139053365,0.5391441843238954,2059382,False
2020-10-23,2020-10-20,2020-10-13,298039,0.14472254297648518,0.8966606796409469,472797,0.22958198139053365,0.5391441843238954,2059382,False
2020-10-26,2020-10-20,2020-10-13,298039,0.14472254297648518,0.8966606796409469,472797,0.22958198139053365,0.5391441843238954,2059382,False
2020-10-27,2020-10-27,2020-10-20,337537,0.16802791695601635,1.3900764992929564,490348,0.2440981374591488,0.9192622840843938,2008815,False
2020-10-28,2020-10-27,2020-10-20,337537,0.16802791695601635,1.3900764992929564,490348,0.2440981374591488,0.9192622840843938,2008815,False
2020-10-29,2020-10-27,2020-10-20,337537,0.16802791695601635,1.3900764992929564,490348,0.2440981374591488,0.9192622840843938,2008815,False
2020-10-30,2020-10-27,2020-10-20,337537,0.16802791695601635,1.3900764992929564,490348,0.2440981374591488,0.9192622840843938,2008815,False
2020-11-02,2020-10-27,2020-10-20,337537,0.16802791695601635,1.3900764992929564,490348,0.2440981374591488,0.9192622840843938,2008815,False
2020-11-03,2020-11-03,2020-10-27,300339,0.1492928523708782,0.9575380721583886,472090,0.23466703516948478,0.6571722321409792,2011744,False
2020-11-04,2020-11-03,2020-10-27,300339,0.1492928523708782,0.9575380721583886,472090,0.23466703516948478,0.6571722321409792,2011744,False
2020-11-05,2020-11-03,2020-10-27,300339,0.1492928523708782,0.9575380721583886,472090,0.23466703516948478,0.6571722321409792,2011744,False
2020-11-06,2020-11-03,2020-10-27,300339,0.1492928523708782,0.9575380721583886,472090,0.23466703516948478,0.6571722321409792,2011744,False
2020-11-09,2020-11-03,2020-10-27,300339,0.1492928523708782,0.9575380721583886,472090,0.23466703516948478,0.6571722321409792,2011744,False
2020-11-10,2020-11-10,2020-11-03,263439,0.13083693942510793,0.5374291394035159,442460,0.2197476919439918,0.2506175435729386,2013491,False
2020-11-11,2020-11-10,2020-11-03,263439,0.13083693942510793,0.5374291394035159,442460,0.2197476919439918,0.2506175435729386,2013491,False
2020-11-12,2020-11-10,2020-11-03,263439,0.13083693942510793,0.5374291394035159,442460,0.2197476919439918,0.2506175435729386,2013491,False
2020-11-13,2020-11-10,2020-11-03,263439,0.13083693942510793,0.5374291394035159,442460,0.2197476919439918,0.2506175435729386,2013491,False
2020-11-16,2020-11-10,2020-11-03,263439,0.13083693942510793,0.5374291394035159,442460,0.2197476919439918,0.2506175435729386,2013491,False
2020-11-17,2020-11-17,2020-11-10,294341,0.143339745306679,0.7984900180114766,463538,0.2257362000535684,0.40062772657879464,2053450,False
2020-11-18,2020-11-17,2020-11-10,294341,0.143339745306679,0.7984900180114766,463538,0.2257362000535684,0.40062772657879464,2053450,False
2020-11-19,2020-11-17,2020-11-10,294341,0.143339745306679,0.7984900180114766,463538,0.2257362000535684,0.40062772657879464,2053450,False
2020-11-20,2020-11-17,2020-11-10,294341,0.143339745306679,0.7984900180114766,463538,0.2257362000535684,0.40062772657879464,2053450,False
2020-11-23,2020-11-17,2020-11-10,294341,0.143339745306679,0.7984900180114766,463538,0.2257362000535684,0.40062772657879464,2053450,False
2020-11-24,2020-11-24,2020-11-17,299828,0.1438849335158201,0.7948117376348196,480811,0.2307371518626512,0.5236542334897557,2083804,False
2020-11-25,2020-11-24,2020-11-17,299828,0.1438849335158201,0.7948117376348196,480811,0.2307371518626512,0.5236542334897557,2083804,False
2020-11-27,2020-11-24,2020-11-17,299828,0.1438849335158201,0.7948117376348196,480811,0.2307371518626512,0.5236542334897557,2083804,False
2020-11-30,2020-11-24,2020-11-17,299828,0.1438849335158201,0.7948117376348196,480811,0.2307371518626512,0.5236542334897557,2083804,False
2020-12-01,2020-12-01,2020-11-24,330102,0.15847294646517696,1.0971614225300725,522639,0.25090469693492806,1.0465599898759455,2083018,False
2020-12-02,2020-12-01,2020-11-24,330102,0.15847294646517696,1.0971614225300725,522639,0.25090469693492806,1.0465599898759455,2083018,False
2020-12-03,2020-12-01,2020-11-24,330102,0.15847294646517696,1.0971614225300725,522639,0.25090469693492806,1.0465599898759455,2083018,False
2020-12-04,2020-12-01,2020-11-24,330102,0.15847294646517696,1.0971614225300725,522639,0.25090469693492806,1.0465599898759455,2083018,False
2020-12-07,2020-12-01,2020-11-24,330102,0.15847294646517696,1.0971614225300725,522639,0.25090469693492806,1.0465599898759455,2083018,False
2020-12-08,2020-12-08,2020-12-01,338534,0.15948987211468926,1.0990119848732334,517165,0.2436463684953159,0.8345213286383193,2122605,False
2020-12-09,2020-12-08,2020-12-01,338534,0.15948987211468926,1.0990119848732334,517165,0.2436463684953159,0.8345213286383193,2122605,False
2020-12-10,2020-12-08,2020-12-01,338534,0.15948987211468926,1.0990119848732334,517165,0.2436463684953159,0.8345213286383193,2122605,False
2020-12-11,2020-12-08,2020-12-01,338534,0.15948987211468926,1.0990119848732334,517165,0.2436463684953159,0.8345213286383193,2122605,False
2020-12-14,2020-12-08,2020-12-01,338534,0.15948987211468926,1.0990119848732334,517165,0.2436463684953159,0.8345213286383193,2122605,False
2020-12-15,2020-12-15,2020-12-08,339362,0.1591819178362344,1.072581056200427,514629,0.2413930587223775,0.7582374766900376,2131913,False
2020-12-16,2020-12-15,2020-12-08,339362,0.1591819178362344,1.072581056200427,514629,0.2413930587223775,0.7582374766900376,2131913,False
2020-12-17,2020-12-15,2020-12-08,339362,0.1591819178362344,1.072581056200427,514629,0.2413930587223775,0.7582374766900376,2131913,False
2020-12-18,2020-12-15,2020-12-08,339362,0.1591819178362344,1.072581056200427,514629,0.2413930587223775,0.7582374766900376,2131913,False
2020-12-21,2020-12-15,2020-12-08,339362,0.1591819178362344,1.072581056200427,514629,0.2413930587223775,0.7582374766900376,2131913,False
2020-12-22,2020-12-22,2020-12-15,345617,0.1604075525220712,1.0826499925732003,513804,0.23846640100472566,0.6632400584686551,2154618,False
2020-12-23,2020-12-22,2020-12-15,345617,0.1604075525220712,1.0826499925732003,513804,0.23846640100472566,0.6632400584686551,2154618,False
2020-12-24,2020-12-22,2020-12-15,345617,0.1604075525220712,1.0826499925732003,513804,0.23846640100472566,0.6632400584686551,2154618,False
2020-12-28,2020-12-22,2020-12-15,345617,0.1604075525220712,1.0826499925732003,513804,0.23846640100472566,0.6632400584686551,2154618,False
2020-12-29,2020-12-29,2020-12-22,335769,0.15832208363176672,1.0186813247172146,525702,0.24787945286606874,0.9094299673055835,2120797,False
2020-12-30,2020-12-29,2020-12-22,335769,0.15832208363176672,1.0186813247172146,525702,0.24787945286606874,0.9094299673055835,2120797,False
2020-12-31,2020-12-29,2020-12-22,335769,0.15832208363176672,1.0186813247172146,525702,0.24787945286606874,0.9094299673055835,2120797,False
2021-01-04,2020-12-29,2020-12-22,335769,0.15832208363176672,1.0186813247172146,525702,0.24787945286606874,0.9094299673055835,2120797,False
2021-01-05,2021-01-05,2020-12-29,332363,0.15666400503039826,0.9647583091938661,511731,0.24121165099066605,0.7083341214846407,2121502,False
2021-01-06,2021-01-05,2020-12-29,332363,0.15666400503039826,0.9647583091938661,511731,0.24121165099066605,0.7083341214846407,2121502,False
2021-01-07,2021-01-05,2020-12-29,332363,0.15666400503039826,0.9647583091938661,511731,0.24121165099066605,0.7083341214846407,2121502,False
2021-01-08,2021-01-05,2020-12-29,332363,0.15666400503039826,0.9647583091938661,511731,0.24121165099066605,0.7083341214846407,2121502,False
2021-01-11,2021-01-05,2020-12-29,332363,0.15666400503039826,0.9647583091938661,511731,0.24121165099066605,0.7083341214846407,2121502,False
2021-01-12,2021-01-12,2021-01-05,331199,0.15265855773179673,0.8588317727109956,518649,0.2390593217643732,0.6345083315588391,2169541,False
2021-01-13,2021-01-12,2021-01-05,331199,0.15265855773179673,0.8588317727109956,518649,0.2390593217643732,0.6345083315588391,2169541,False
2021-01-14,2021-01-12,2021-01-05,331199,0.15265855773179673,0.8588317727109956,518649,0.2390593217643732,0.6345083315588391,2169541,False
2021-01-15,2021-01-12,2021-01-05,331199,0.15265855773179673,0.8588317727109956,518649,0.2390593217643732,0.6345083315588391,2169541,False
2021-01-19,2021-01-19,2021-01-12,348044,0.155745568972245,0.9144815039665897,527717,0.2361471090474946,0.5340826707891903,2234696,False
2021-01-20,2021-01-19,2021-01-12,348044,0.155745568972245,0.9144815039665897,527717,0.2361471090474946,0.5340826707891903,2234696,False
2021-01-21,2021-01-19,2021-01-12,348044,0.155745568972245,0.9144815039665897,527717,0.2361471090474946,0.5340826707891903,2234696,False
2021-01-22,2021-01-19,2021-01-12,348044,0.155745568972245,0.9144815039665897,527717,0.2361471090474946,0.5340826707891903,2234696,False
2021-01-25,2021-01-19,2021-01-12,348044,0.155745568972245,0.9144815039665897,527717,0.2361471090474946,0.5340826707891903,2234696,False
2021-01-26,2021-01-26,2021-01-19,344709,0.15548184355966996,0.8909768756302339,508584,0.22939806597724802,0.31605195221773186,2217037,False
2021-01-27,2021-01-26,2021-01-19,344709,0.15548184355966996,0.8909768756302339,508584,0.22939806597724802,0.31605195221773186,2217037,False
2021-01-28,2021-01-26,2021-01-19,344709,0.15548184355966996,0.8909768756302339,508584,0.22939806597724802,0.31605195221773186,2217037,False
2021-01-29,2021-01-26,2021-01-19,344709,0.15548184355966996,0.8909768756302339,508584,0.22939806597724802,0.31605195221773186,2217037,False
2021-02-01,2021-01-26,2021-01-19,344709,0.15548184355966996,0.8909768756302339,508584,0.22939806597724802,0.31605195221773186,2217037,False
2021-02-02,2021-02-02,2021-01-26,336241,0.14514041767026667,0.6322352482683798,504612,0.21781875631296782,-0.05236504608094749,2316660,False
2021-02-03,2021-02-02,2021-01-26,336241,0.14514041767026667,0.6322352482683798,504612,0.21781875631296782,-0.05236504608094749,2316660,False
2021-02-04,2021-02-02,2021-01-26,336241,0.14514041767026667,0.6322352482683798,504612,0.21781875631296782,-0.05236504608094749,2316660,False
2021-02-05,2021-02-02,2021-01-26,336241,0.14514041767026667,0.6322352482683798,504612,0.21781875631296782,-0.05236504608094749,2316660,False
2021-02-08,2021-02-02,2021-01-26,336241,0.14514041767026667,0.6322352482683798,504612,0.21781875631296782,-0.05236504608094749,2316660,False
2021-02-09,2021-02-09,2021-02-02,345233,0.14446847837594787,0.602257699484798,499174,0.20888764464820977,-0.34981292765644206,2389677,False
2021-02-10,2021-02-09,2021-02-02,345233,0.14446847837594787,0.602257699484798,499174,0.20888764464820977,-0.34981292765644206,2389677,False
2021-02-11,2021-02-09,2021-02-02,345233,0.14446847837594787,0.602257699484798,499174,0.20888764464820977,-0.34981292765644206,2389677,False
2021-02-12,2021-02-09,2021-02-02,345233,0.14446847837594787,0.602257699484798,499174,0.20888764464820977,-0.34981292765644206,2389677,False
2021-02-16,2021-02-16,2021-02-09,369481,0.15100530977502116,0.7424304111946101,514258,0.21017505255827185,-0.3417549006982843,2446808,False
2021-02-17,2021-02-16,2021-02-09,369481,0.15100530977502116,0.7424304111946101,514258,0.21017505255827185,-0.3417549006982843,2446808,False
